cod_geo,País,Sigla,Institución,Nombre de la Iniciativa,Área,"Política, Planes, Programas, Iniciativas/Proyectos",Fecha,Finalidad,Descripción,Link ,Link 2
EC,Ecuador,EC,Ministerio de Educación,Plan Educativo COVID-19,Ciberbullying,Productos/Recursos,12/05/2020,Prevención,"Plan educativo de emergencia para Educación General Básica Superior con módulos específicos acerca de la violencia (incluido el ciberbullying), los tipos de violencia y estrategias de prevención. ",http://www.educacion.quito.gob.ec/colegios/cotocollao/images/pdfs2020/inspeccion2020/Semana-9-8-9-Y-10EGB.pdf,
AR,Argentina,AR,"Ministerio de las Mujeres, Géneros y Diversidad",Plan Nacional de Acción contra las Violencias por Motivos de Género,Violencia Doméstica/VIF,Planes y Programas,01/06/2020,Integral,"Actualización del Plan de Violencia contra las mujeres, incorpora el abordaje de las violencias por motivos de género incluyendo a la población LGBTI.",https://www.argentina.gob.ar/sites/default/files/plan_nacional_de_accion_2020_2022.pdf,
CL,Chile,CL,Ministerio de la Mujer y la Equidad de Género,Plan para la protección de la violencia contra la mujer ,Violencia Doméstica/VIF,Planes y Programas,20/03/2020,Atención y respuesta,"Plan de contingencia para dar continuidad a la atención, protección y reparación de mujeres víctimas o posibles víctimas de violencia. En el plan se mantienen operativos los Centros de la Mujer, Centros Violencia Sexual, Casas de Acogida, atención a casos de violencia extrema, coordinación Circuito Intersectorial de Femicidio, Fono de Atención 1455, Mascarilla 19, canales de comunicación silenciosa como Chat Web y WhatsApp Mujeres y campaña ""Hazlo por ellas"".",https://minmujeryeg.gob.cl/?page_id=38495,
CO,Colombia,CO,Fiscalía General de la Nación,Portal de datos abiertos,Violencia Doméstica/VIF,Productos/Recursos,30/08/2020,Información estadística,"Datos abiertos de todos los procesos, víctimas.",https://www.datos.gov.co/browse?q=fiscalia%20spoa&sortBy=relevance,
GT,Guatemala,GT,Observatorio de las Mujeres  - Ministerio Público,Portal estadístico sobre violencia contra las mujeres ,Violencia Doméstica/VIF,Productos/Recursos,30/08/2020,Información estadística,"Datos sobre sentencias, medidas, denuncias y delitos contra las mujeres. Incluyen visualización de los casos.",http://observatorio.mp.gob.gt/portal-estadistico/,
BR,Brasil,BR,"Ministério Da Mulher, Da Família e Dos direitos Humanos",Portal Exclusivo para Denuncias - Defensoría Nacional de los Derechos Humanos,Violencia Doméstica/VIF,Proyectos/Iniciativas,14/04/2020,Atención y respuesta,"Disposición de plataformas digitales, aplicaciones y sitios web para las denuncias y reclamaciones por situaciones de violencia y agresión. ",https://ouvidoria.mdh.gov.br/,
BR,Brasil,BR,Polícia Civil do Distrito Federal,Portaria No. 37 de 08 de abril de 2020. Disciplina el registro de sucesos policiales en el contexto de la violencia doméstica y familiar contra la mujer,Violencia Doméstica/VIF,Proyectos/Iniciativas,09/04/2020,Atención y respuesta,"Portaria No. 37 de 08 de abril de 2020 habilita diferentes instancias para denunciar los delitos en el contexto de violencia doméstica y familiar tales como Policía Especial, Comisaría de Protección de la Niñez,  Policía Especial para la represión de delitos por discriminación racial y la comisaría de policía electrónica.",https://www.tjdft.jus.br/institucional/imprensa/noticias/arquivos/portaria_37-pdf-1.pdf,
MX,México,MX,"Sistema Nacional de Protección Integral de Niñas, Niños y Adolescentes",Primer informe de avance y resultados de la Administración Pública Federal,Ciberbullying,Proyectos/Iniciativas,14/07/2020,Prevención,"En el marco de la estrategia ""Frente al Coronavirus, las Telecom están de tu lado”, se han elaborado diversas infografías y videos con información sobre el uso de telecomunicaciones con responsabilidad y la navegación segura, en español y lenguas indígenas. Dicha estrategia ha sido difundida a través del portal y las redes sociales del Instituto Federal de Telecomunicaciones (IFT).",https://www.gob.mx/cms/uploads/attachment/file/565050/Informe_de_Avances_y_Resultados_Acciones_Indispensables__3_.pdf,
AR,Argentina,AR,"Ministerio de las Mujeres, Géneros y Diversidad",Programa Articular,Violencia Doméstica/VIF,Planes y Programas,17/04/2020,Prevención,"El Programa Articular busca fortalecer organizaciones de la sociedad civil en la formulación e implementación de proyectos en ámbitos comunitarios vinculados con las violencias por motivos de género, cuidados y la promoción de la diversidad a través de transferencias de recursos y asistencia técnica. El programa prevé la asistencia financiera para proyectos por sumas de hasta 300.000 pesos.",https://www.argentina.gob.ar/sites/default/files/programa-articular2.pdf,
AR,Argentina,AR,"Ministerio de las Mujeres, Géneros y Diversidad",Programa de Escuelas Populares de Formación en Género y Diversidad,Violencia Doméstica/VIF,Planes y Programas,25/07/2020,Prevención,"Este programa prevé el apoyo económico y acompañamiento técnico de proyectos de formación en género y diversidad desarrollados, principalmente, por organizaciones de la sociedad civil. Así, se buscarán impulsar proyectos que permitan el intercambio de experiencias significativas que generen reflexiones críticas sobre las relaciones de poder y dominación, desigualdades y violencias.",https://www.argentina.gob.ar/noticias/anunciamos-el-programa-de-escuelas-populares-de-formacion-en-genero-y-diversidad,
AR,Argentina,AR,"Ministerio de las Mujeres, Géneros y Diversidad",Programa Generar,Violencia Doméstica/VIF,Planes y Programas,28/07/2020,Prevención,"El Programa Generar busca promover la creación de espacios institucionales en áreas de género y diversidad a nivel provincial y municipal, y fortalecer las áreas ya existentes impulsando su jerarquización y consolidación en todos los niveles del Estado. Este programa es una de las acciones que forman parte del Plan Nacional de Acción contra las Violencias por Motivos de Género 2020-2022. El programa brindará asistencia técnica, capacitación y recursos para apoyar acciones y proyectos específicos.",https://www.argentina.gob.ar/generos/plan_nacional_de_accion_contra_las_violencias_por_motivos_de_genero/programa_generar,
PE,Perú,PE,Observatorio del Programa Nacional para la Prevención y Erradicación de la Violencia con las Mujeres e Integrantes del Grupo Familiar - AURORA,Programa Nacional para la Prevención y Erradicación de la Violencia contra las Mujeres e Integrantes del Grupo Familiar - Aurora,Violencia Doméstica/VIF,Productos/Recursos,01/06/2020,Información estadística,Estadísticas sobre líneas de atención y emergencia durante la pandemia por COVID-19.,http://asista.pncvfs.gob.pe/images/UGIGC/BV2020/BV%20Junio%202020.pdf,
AR,Argentina,AR,"Ministerio de las Mujeres, Géneros y Diversidad","Programa para el Apoyo Urgente y la Asistencia Integral Inmediata ante casos de Femicidio, Travesticidio y Transfemicidio",Violencia Doméstica/VIF,Planes y Programas,02/07/2020,Atención y respuesta,"El programa tiene por objeto asistir integralmente a través de una prestación económica, asesoramiento psicológico y/o legal a aquellas personas del grupo familiar y/o allegados/as de víctimas de femicidio, travesticidio y transfemicidio, como parte de la política de abordaje integral.",https://www.argentina.gob.ar/sites/default/files/normativa_completa.pdf,
BR,Brasil,BR,"Ministério Da Mulher, Da Família e Dos direitos Humanos",Programa You Are Not Alone (Asociación con Avon para abordar la violencia doméstica durante la pandemia),Violencia Doméstica/VIF,Proyectos/Iniciativas,01/04/2020,Prevención,"La asociación con la Ligue 180 consiste en la difusión del canal como el principal vehículo de orientación a las mujeres en situaciones de violencia; recepción de quejas sobre los servicios de la red de servicios; proporción de orientación legal a las víctimas; y, derivación a otros servicios de apoyo si es necesario. Además, el canal también comparte información sobre los servicios públicos disponibles para las mujeres en el territorio nacional.",https://www.avon.com.br/instituto-avon/isoladassimsozinhasnao#,
BB,Barbados,BB,Poder Judicial,Pronunciamiento del Poder Judicial,Violencia Doméstica/VIF,Proyectos/Iniciativas,31/03/2020,Atención y respuesta,El pronunciamiento del Poder Judicial sostuvo que los tribunales continuarán escuchando casos de violencia doméstica.,https://gisbarbados.gov.bb/blog/statement-from-the-judiciary-of-barbados/,
PY,Paraguay,PY,Corte Suprema de Justicia,"Prórroga automática de las medidas de protección judicialmente 
decretadas a favor de las víctimas de violencia, en el marco de las 
disposiciones contenidas de la Ley 5777/2016",Violencia Doméstica/VIF,Proyectos/Iniciativas,31/03/2020,Atención y respuesta,"Las prórrogas de las medidas de protección judicialmente decretadas a favor de las víctimas de violencia, deberán ser requeridas por la parte afectada, ante los Juzgados de Paz competentes, que se encuentran habilitados conforme lo dispuesto por el Art. 22 de la Acordada N.º 1.366 cuyos plazos fueron extendidos por Acordada N.º 1.370.",http://www.mujer.gov.py/index.php/noticias/prorrogas-de-medidas-de-proteccion-deberan-ser-solicitadas-por-cada-victima,
EC,Ecuador,EC,Defensoría del Pueblo,Protección de derechos en línea,Violencia Doméstica/VIF,Proyectos/Iniciativas,10/05/2020,Atención y respuesta,"En el marco de la emergencia sanitaria, la Defensoría del Pueblo pone a disposición el sistema de protección en línea para denunciar afectaciones a los derechos humanos. También se puede solicitar asesoría con expertos en derechos humanos. ",https://portal.dpe.gob.ec/?page_id=7041,
EC,Ecuador,EC,Ministerio de Educación ,Protocolo de actuación frente a situaciones de violencia en el contexto de la Declaración de Emergencia Sanitaria por COVID-19,ciberbullying,Proyectos/Iniciativas,16/03/2020,Atención y respuesta,"Protocolo de actuación frente a situaciones de violencia sexual en niños, niñas y adolescentes en el contexto de la emergencia. Incluye manifestaciones de acoso y violencia por medios electrónicos. ",https://drive.google.com/file/d/1YUplL9JuCu6sXOYAQpBWh8tLXbXFsFwT/view,
EC,Ecuador,EC,Consejo Nacional la Igualdad de Género,Protocolo de comunicación y atención de casos de violencia de género e intrafamiliar durante la Emergencia Sanitaria por COVID-19,Violencia Doméstica/VIF,Planes y Programas,01/05/2020,Atención y respuesta,Establecer el procedimiento de comunicación y atención de casos de violencia de genero e intrafamiliar durante la Emergencia Sanitaria por COVID-19.,https://www.igualdadgenero.gob.ec/wp-content/uploads/2020/05/Protocolo-de-atenci%C3%B3n-violencia.pdf,
PY,Paraguay,PY,Ministerio de la Mujer y Poblaciones Vulnerables,Protocolo de prevención y atención a mujeres víctimas/sobrevivientes de violencia del ministerio de la mujer ante la situación de emergencia coronavirus (COVID-19),Violencia Doméstica/VIF,Proyectos/Iniciativas,17/03/2020,Atención y respuesta,"El protocolo establece el marco de acciones de los servicios e instituciones intervinientes en la prevención, atención y protección de la violencia contra la mujer. En detalle, establece que los servicios de recepción de llamadas vía telefónica de la línea SOS mujer 137 estarán disponibles las 24 horas, todos los días del año, las líneas SEDAMUR para recepción de llamadas vía telefónica estarán disponibles en horarios de 09:00 a 14:00 horas de lunes a viernes y la recepción vía on line será 24 horas, todos los días del año.",http://www.mujer.gov.py/application/files/3215/8473/5511/PROTOCOLO_PREVENCION_Y_ATENCION_COVID_19_MINMUJER.pdf.pdf,
CO,Colombia,CO,Fiscalía General ,Protocolo durante el periodo de emergencia sanitaria. Fortalecimiento de Judicialización e investigación,Violencia Doméstica/VIF,Proyectos/Iniciativas,06/04/2020,Atención y respuesta,"La Fiscalía General de la Nación priorizó las investigaciones relacionadas con violencia basada en género, con el propósito de avanzar en la efectiva judicialización de los responsables y garantizar la protección de las víctimas. ",https://www.fiscalia.gov.co/colombia/noticias/fiscalia-fortalece-investigacion-y-judicializacion-de-hechos-de-violencia-basada-en-genero-durante-el-periodo-de-aislamiento-preventivo/,
EC,Ecuador,EC,Secretaria de Derechos Humanos,Protocolo para atención a víctimas de violencia de género bajo la modalidad de teletrabajo,Violencia Doméstica/VIF,Productos/Recursos,14/03/2020,Atención y respuesta,Protocolo que recoge los procedimientos a seguir para la atención integral a víctimas de violencia bajo la modalidad de teletrabajo en el marco de la emergencia sanitaria por COVID-19 y los casos de violencia de género reportados por el ECU-911. ,https://www.derechoshumanos.gob.ec/wp-content/uploads/2020/06/FOLLETO-PROTOCOLO-04_compressed.pdf,
PE,Perú,PE,Ministerio de la Mujer y Poblaciones Vulnerables,Protocolo para la ruta de Atención Itinerante Urgente en las zonas rurales,Violencia Doméstica/VIF,Proyectos/Iniciativas,19/04/2020,Atención y respuesta,Activación del Protocolo para la Atención Itinerante Urgente en las zonas rurales con personal especializado en la estrategia Rural para la identificación de casos de violencia en las comunidades rurales e indígenas. ,https://www.mimp.gob.pe/contigo/contenidos/pncontigo-nota-prensa.php?codigo=930,
BO,Bolivia ,BO,Policía ,Protocolo para Procedimientos de la FELCV durante el Estado de Emergencia Sanitario por el COVID-19,Violencia Doméstica/VIF,Proyectos/Iniciativas,23/04/2020,Atención y respuesta,"Protocolo para Procedimientos de la Fuerza Especial de Lucha contra la Violencia (FELCV) durante el Estado de Emergencia Sanitario por el COVID-19, para la atención de hechos de violencia de género.",https://www.defensoria.gob.bo/noticias/defensoria-del-pueblo-y-la-felcv-unen-trabajo-y-esfuerzo-en-la-prevencion-de-la-violencia-hacia-mujeres-en-este-periodo-de-cuarentena,
EC,Ecuador,EC,Ministerio de Educación,"Protocolos y rutas de actuación frente a situaciones de violencia detectadas o cometidas en el sistema educativo, Tercera Edición",Ciberbullying,Proyectos/Iniciativas,01/04/2020,Prevención,"Instrumento que ofrece una perspectiva teórica sobre la violencia y su categorización, con el fin de orientar en la detección de situaciones de riesgo. También aborda diferentes tipos de violencia, como negligencia, violencia física, violencia psicológica y violencia sexual. ",https://educacion.gob.ec/wp-content/uploads/downloads/2020/04/Protocolos-situaciones-de-violencia.pdf,
#N/D,Organismo Internacional ,OI,Parlamento Andino,Recomendación No. 417 para prevenir y mitigar la violencia intrafamiliar durante las medidas de aislamiento obligatorio en la Región Andina,Violencia Doméstica/VIF,Productos/Recursos,-,Prevención,"Recomendaciones a los Estados para prevenir, proteger y atender la violencia contra las mujeres, promoviendo la participación de organizaciones de la sociedad civil y fortalecimiento de instancias judiciales y de investigación. ",https://observatorioviolencia.pe/wp-content/uploads/2020/06/Recomendaciones-para-prevenir-y-mitigar-la-violencia-intrafamiliar-durante-las-medidas-de-aislamiento-obligatorio-en-la-regi%C3%B3n-andina.pdf,
JM,Jamaica,JM,"Minister of education, youth and information",Recomendaciones a padres y madres de familia,Ciberbullying,Proyectos/Iniciativas,01/08/2020,Prevención,"Recomendaciones y advertencias a padres y madres para educar a sus hijos e hijas sobre el peligro en redes sociales, ciberacoso, pornografía infantil, entre otros. ",https://moey.gov.jm/parents-urged-educate-children-about-dangers-digital-media,
AR,Argentina,AR,"Ministerio de las Mujeres, Géneros y Diversidad",Recomendaciones para gobiernos provinciales y municipales en  materia de políticas de género y diversidad en el contexto de la emergencia sanitaria por el COVID-19,Violencia Doméstica/VIF,Proyectos/Iniciativas,01/04/2020,Prevención,Compendio de iniciativas y sugerencias en temas de género y diversidad para Municipios y Provincias en contexto de la Emergencia Sanitaria.,https://www.argentina.gob.ar/sites/default/files/recomendacionesgobiernosprovymun.pdf,
CO,Colombia,CO,Ministerio de Salud,Recomendaciones para la atención a personas que consumen bebidas alcohólicas en el marco de la emergencia sanitaria por COVID-19,Violencia Doméstica/VIF,Proyectos/Iniciativas,01/05/2020,Prevención,"Recomendaciones para las diferentes poblaciones, dirigidas a las personas en general que no consumen alcohol; a personas que consumen alcohol sin patrones problemáticos; a personas con trastornos por consumo de alcohol y dependencia; dirigidas a redes de apoyo y a otros actores en la comunidad.",https://www.minsalud.gov.co/Ministerio/Institucional/Procesos%20y%20procedimientos/GIPS28.pdf,
PE,Perú,PE,Ministerio de la Mujer y Poblaciones Vulnerables,Recomendaciones para prevenir la violencia sexual contra mujeres durante el estado de emergencia,Violencia Doméstica/VIF,Productos/Recursos,15/04/2020,Prevención,Recomendaciones para prevenir la violencia sexual contra las mujeres durante el estado de emergencia por COVID-19.,http://www.mimp.gob.pe/files/Cartilla_prevencion.pdf,
UY,Uruguay,UY,Gobierno central ,Recomendaciones y medidas para prevenir la violencia de género en el contexto de la pandemia,Violencia Doméstica/VIF,Productos/Recursos,31/03/2020,Atención y respuesta,"Recomendaciones y disponibilidad de recursos para asesoramiento en el caso de violencia intrafamiliar.  
-Teléfono de orientación y consulta: 0800 4141, *4141 desde el celular (gratuito y confidencial).
-Línea Azul: 0800 5050 para casos de violencia hacia niños, niñas y adolescentes (gratuito y confidencial).
-9-1-1 en caso de que se trate de una emergencia.
-App  9-1-1, tiene un botón específico de “violencia doméstica”.",https://www.gub.uy/comunicacion/publicaciones/medidas-para-prevenir-la-violencia-de-genero-en-contexto-de-aislamiento,
CO,Colombia,CO,Ministerio de Salud,Recomendaciones: ¿orientaciones para prevenir las violencias contra las mujeres en el entorno hogar durante la emergencia sanitaria por el COVID-19?,Violencia Doméstica/VIF,Productos/Recursos,01/03/2020,Prevención,Recomendaciones generales para prevenir las violencias durante el brote de COVID-19.,https://www.minsalud.gov.co/sites/rid/Lists/BibliotecaDigital/RIDE/VS/PP/boletin-prevencion-violencias-mujeres.pdf,
#N/D,Organismo Internacional ,OI,UNICEF,Recursos para los padres para crear ambientes seguros en internet,Ciberbullying,Productos/Recursos,-,Prevención,"Infografía dirigida padres y madres con recomendaciones para que niños y niñas puedan navegar con seguridad en internet, en contexto de pandemia por COVID-19. La infografía proporciona nuevos enlaces a nuevas páginas web con más información.",https://868b1700-4f92-4143-a9e1-4d615770397f.filesusr.com/ugd/d13cc0_2732954738754de6919a5911644704b9.pdf,
AR,Argentina,AR,Ministerio de Justicia y Derechos Humanos,"Registro, sistematización y seguimiento de femicidios y homicidios agravados por el género",Violencia Doméstica/VIF,Productos/Recursos,01/06/2020,Información estadística,"Registro, sistematización y seguimiento de femicidios y homicidios agravados por el género.",http://datos.jus.gob.ar/dataset/registro-sistematizacion-y-seguimiento-de-femicidios-y-homicidios-agravados-por-el-genero,
NI,Nicaragua,NI,Ministerio de la Mujer,Relanzamiento de la Comisaría de la Mujer,Violencia Doméstica/VIF,Proyectos/Iniciativas,16/04/2020,Atención y respuesta,"Relanzamiento de la Comisaría de la Mujer, en León.",https://www.policia.gob.ni/?p=49021,
SV,El Salvador,SV,Procuraduría General de la República,Rendición de cuentas del 14 de marzo al 14 de mayo de 2020,Violencia Doméstica/VIF,Proyectos/Iniciativas,14/03/2020,Atención y respuesta,"El documento contiene un resumen de las principales acciones de la procuraduría con perspectiva de género para prevenir y atender situaciones de violencia intrafamiliar. 
- Participación o en entrevistas televisivas y radiales, moderación de foros internacionales, asistencia en mesas de trabajo
-Campañas de prevención. 
- ej. Métele un gol  al Machismo. ",http://www.pgr.gob.sv/documentos/InformeRendicionCuentasPGRPeriodoEmergencia.pdf,https://www.pddh.gob.sv/mujer/ ; https://www.pddh.gob.sv/mujer/wp-content/uploads/2020/02/Animaci%C3%B3n-4-Que-no-te-piten-por-violento.mp4; 
MX,México,MX,Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública ,"Reporte ""Información sobre violencia contra las mujeres. Incidencia delictiva y llamadas de emergencia 9-1-1""",Violencia Doméstica/VIF,Productos/Recursos,01/06/2020,Información estadística,"Reporte mensual desde el año 2018 que tiene como objetivo poner a disposición de la sociedad los datos estadísticos sobre violencia contra las mujeres a fin de conocer la magnitud, tendencia y ubicación geográfica de las conductas y acciones que atentan en contra de este grupo de población. Los datos estadísticos están basados en la información de incidencia delictiva y estadísticas de llamadas de emergencia al número único 9-1-1. ",https://drive.google.com/file/d/1wG6qya31zzz4m1YUgowZWSSH0z748HDt/view,
AR,Argentina,AR,"Ministerio de las Mujeres, Géneros y Diversidad",RESOL-2020-15-APN-MMGYD que considera supuesto de fuerza mayor las situaciones mujeres o personas LGTTBI solas o junto a sus hijos e hijas salgan de sus domicilios,Violencia Doméstica/VIF,Proyectos/Iniciativas,05/04/2020,Atención y respuesta,"RESOL-2020-15-APN-MMGYD que considera supuesto de fuerza mayor todas aquellas situaciones por las cuales las mujeres o personas LGTTBI solas o junto a sus hijos e hijas salgan de sus domicilios a los fines de realizar las pertinentes denuncias penales respecto de hechos de violencia o se dirijan a requerir auxilio, asistencia o protección en razón de la situación de violencia que se encuentren transitando.",http://servicios.infoleg.gob.ar/infolegInternet/anexos/335000-339999/336072/norma.htm,
EC,Ecuador,EC,Corte Nacional de Justicia,"Resolución 028-2020 del Consejo de la Judicatura. Restricciones del ingreso y atención al público en las dependencias judiciales en el territorio nacional, debido a la emergencia sanitaria por COVID-19",Violencia Doméstica/VIF,Proyectos/Iniciativas,14/03/2020,Atención y respuesta,"Se restringe el ingreso y atención al público por la emergencia sanitaria  con excepción de casos de violencia doméstica, flagrancia penal y garantías penitenciarias.",http://www.funcionjudicial.gob.ec/www/pdf/resoluciones/2020/028-2020.pdf,
PE,Perú,PE,Ministerio de Educación,Resolución Ministerial 274 de 2020 Actualización de protocolos 3,Ciberbullying,Proyectos/Iniciativas,27/04/2020,Atención y respuesta,"Actualización del protocolo de atención de violencia contra niños, niñas y adolescentes en el ámbito escolar.  La actualización considera el servicio educativo no presencial como consecuencia de la emergencia sanitaria por el COVID-19. El proceso de actualización cuenta con las recomendaciones del Ministerio de la Mujer y Poblaciones Vulnerables y el Ministerio de Salud. ",http://www.siseve.pe/web/file/materiales/1.Documentos-Normativos/RM_274-2020-MINEDU.pdf,
CO,Colombia,CO,Ministerio de Salud y Protección,Resolución No. 520 de 3 abril de 2020. Asignación de recursos a casas y hogares de acogida,Violencia Doméstica/VIF,Proyectos/Iniciativas,03/04/2020,Atención y respuesta,Asignación y distribución de recursos para aumentar la capacidad de atención de hogares y refugios de acogidas en mujeres víctimas de violencia por entidades territoriales a nivel nacional.,https://www.minsalud.gov.co/Normatividad_Nuevo/Resoluci%C3%B3n%20No.595%20de%202020.pdf,
PY,Paraguay,PY,Corte Suprema de Justicia,Resolución No.8 230/2020. Medidas en el órgano judicial durante la pandemia,Violencia Doméstica/VIF,Proyectos/Iniciativas,29/07/2020,Atención y respuesta,"Habilita a Los Juzgados de Paz para atender casos de violencia doméstica y en especial los permisos de salida del país de menores de edad.   
Art. 6º. Los Juzgados de Paz habilitarán sus servicios única y exclusivamente para los casos de permisos para viajar de niños y adolescentes, así como casos de violencia familiar. Los Magistrados arbitrarán el mecanismo necesario para que, de presentarse alguna de las situaciones mencionadas, los mismos sean convocados para resolver lo que corresponda.",https://www.pj.gov.py/ebook/libros_files/acordadas-disposiciones-covid-19-iij.pdf,
GT,Guatemala,GT,Órgano Judicial,Resolución POJ-61/2020,Violencia Doméstica/VIF,Proyectos/Iniciativas,22/07/2020,Atención y respuesta,Excepción a suspensión de funciones de los tribunales de familia de primera instancia. Se mantienen en funcionamiento Juzgados de Familia para atender situaciones de violencia intrafamiliar.,http://www.oj.gob.gt/Archivos/ImagenesSlidersPrincipales/InformacionCorona/Documentos/Disposicio%CC%81n%20POJ-61-2020.pdf,
GY,Guyana,GY,Ministry of Social Protección,Responding to Domestic Violence During COVID-19,Violencia Doméstica/VIF,Proyectos/Iniciativas,09/04/2020,Atención y respuesta,"El ministerio de Protección Social, Delitos Sexuales y Unidad de Violencia Doméstica pone a disposición línea de ayuda 24 horas, WhatsApp, correo electrónico y números telefónicos para brindar apoyo a las mujeres víctimas de violencia doméstica. ",https://mosp.gov.gy/responding-to-domestic-violence-during-covid-19/,
CL,Chile,CL,Equipo de Respuesta ante Incidentes de Seguridad Informática,Resultados de encuesta,Ciberbullying,Proyectos/Iniciativas,24/07/2020,Información estadística,Infografía de los resultados de la primera Encuesta Nacional sobre el Acoso Sexual en Chile realizada por la plataforma Observatorio Contra el Acoso Chile (OCAC).,https://www.csirt.gob.cl/media/2020/07/Resultados-Encuesta-Nacional-sobre-el-Acoso-Sexual-en-Chile.pdf,
PE,Perú,PE,Ministerio de la Mujer y Poblaciones Vulnerables,Resumen estadístico de alertas contra el acoso virtual,Violencia Doméstica/VIF,Productos/Recursos,01/06/2020,Información estadística,Resumen estadístico de las alertas de acoso virtual.,http://www.noalacosovirtual.pe/estadisticas/Reporte-estadistico-de-Acoso-virtual-2020.pdf,
PE,Perú,PE,Ministerio de la Mujer y Poblaciones Vulnerables,Resumen estadístico del test - acoso virtual,Violencia Doméstica/VIF,Productos/Recursos,01/06/2020,Información estadística,Resumen estadísticos de los test de acoso virtual.,http://www.noalacosovirtual.pe/estadisticas/Reporte-estadistico-de-Test-2020.pdf,
CO,Colombia,CO,Ministerio de Tecnologías de la Información y las Comunicaciones,Reto Comic para prever Ciberacoso,Ciberbullying,Proyectos/Iniciativas,30/07/2020,Prevención,"Iniciativa dirigida a jóvenes que tiene como finalidad la prevención del ciberbullying a través de la invitación a crear Cómics sobre el tema, como área de interés del público objetivo.",https://docs.google.com/forms/d/e/1FAIpQLSfi0p8Y0J4h423c2-gr9Z29QjoK6z7wG07hFPEXrxT60aFcog/closedform,https://www.bucaramanga.gov.co/noticias/alcaldia-lidera-el-reto-del-comic-para-fomentar-la-prevencion-del-ciberacoso-entre-estudiantes-de-colegios-publicos/
CL,Chile,CL,Equipo de Respuesta ante Incidentes de Seguridad Informática,"Revista Ciber Sucesos, Tema: Ciberbullying y Grooming",Ciberbullying,Productos/Recursos,01/08/2020,Prevención,"Revista Cibersuceso del mes de agosto de 2020, volumen Nº2, presenta artículos de divulgación en torno a temas de ciberseguridad. En este volumen se dispone de un artículo especial dedicado al ciberacoso y grooming. ",https://www.csirt.gob.cl/media/2020/08/Cibersucesos-n%C2%B02.pdf,
EC,Ecuador,EC,Fiscalía General del Estado,"Revista Científica de Ciencias Jurídicas, Criminología y Seguridad, Fiscalía General del Estado, Child Grooming",Ciberbullying,Productos/Recursos,01/07/2020,Prevención,"Revista que recoge las contribuciones de diferentes autores desde distintas perspectivas, teorías y metodologías, sobre la praxis sobre el delito de child grooming.",https://www.fiscalia.gob.ec/pdf/politica-criminal/revista-Perfil-Criminologico-julio-2020.pdf,
GT,Guatemala,GT,Ministerio Público,Ruta para recibir denuncias de mujeres víctimas de violencia en COVID-19,Violencia Doméstica/VIF,Proyectos/Iniciativas,-,Atención y respuesta,Se establecen los lineamientos para la recepción y diligenciamiento de denuncias al centro de llamadas de violencia contra la mujer y violencia sexual durante el período de COVID-19. ,http://observatorio.mp.gob.gt/mujer/,
HN,Honduras,HN,Secretaria de Educación,"Seminario virtual: ""El Ciberbullying/ciberacoso, qué es y cómo prevenirlo""",Ciberbullying,Proyectos/Iniciativas,19/08/2020,Prevención,Invitación al Seminario virtual sobre el Ciberbullying  de la Comisión Interinstitucional contra la Explotación Sexual Comercial y trata de Personas de Honduras.,https://cicesct.gob.hn/wp-content/uploads/2020/08/Invitacion-IV-WEBINAR-_CIBERDELITOS_SEDUC.pdf,
PY,Paraguay,PY,Ministerio de Educación,Seminario: “Seamos ciudadanos” y “Aulas libres de violencia”,Ciberbullying,Proyectos/Iniciativas,21/07/2020,Prevención,"Seminario que busca educar en prevención ante diferentes vulneraciones a niños, niñas y adolescentes. Los temas abordados son ciberbullying, sexting, extorsión sexual, grooming, recomendaciones para el uso de internet y redes sociales con seguridad, entre otros. ",https://www.mec.gov.py/cms/?ref=299727-seminario-busca-educar-en-prevencion-ante-diferentes-vulneraciones-a-ninos-ninas-y-adolescentes,
VE,Venezuela,VN,Ministerio Popular para la Educación ,Seminario: Cada Familia Una Escuela,Violencia Doméstica/VIF,Productos/Recursos,08/04/2020,Prevención,"Sistematización de aprendizajes del  seminario virtual #2 Salud mental, apoyo psicosocial y aprendizaje socioemocional: acciones comunes ante el COVID-19.",http://cadafamiliaunaescuela.fundabit.gob.ve/images/documentos/fundamentos/Salud-mental-apoyo-psicosocial-y-aprendizaje-socioemocional.pdf,
CO,Colombia,CO,Ministerio de las Tecnologías de la Información y las Comunicaciones,Serie web #EmiFan,Ciberbullying,Proyectos/Iniciativas,18/06/2020,Prevención,Serie web que enseña acerca del grooming y otros riegos en la red.,https://www.enticconfio.gov.co/lanzamiento-emifan,https://www.youtube.com/user/EnTICconfio
CU,Cuba,CU,Federación de Mujeres Cubanas,Servicios de prevención y atención a las violencias basadas en género como parte de la respuesta nacional a la COVID-19,Violencia Doméstica/VIF,Proyectos/Iniciativas,09/06/2020,Atención y respuesta,"Las líneas telefónicas de la Fiscalía, la Policía y el MINSAP han ampliado los servicios que brindan y están funcionando las 24 horas. ",https://lac.unfpa.org/es/news/cuba-ofrece-servicios-de-prevenci%C3%B3n-y-atenci%C3%B3n-las-violencias-basadas-en-g%C3%A9nero-como-parte-de-0,https://chat.whatsapp.com/J9JXXXVp20A48CSwte372L
